2023-05-03 21:45:59,089 INFO  - Initialize application (at simulation time 0.000,000,000 s)
2023-05-03 21:45:59,091 INFO  - Activated Cellular Module (at simulation time 0.000,000,000 s)
2023-05-03 21:45:59,190 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=140,  Latitude=41.63125647630681, Longitude= -71.0024257420366, Road CLOSED, }, Latitude= 41.63253168184327, Longitude= -71.00553295378838,  (at simulation time 21.000,400,000 s)
2023-05-03 21:45:59,190 INFO  - ,Broadcasting V2X Message ,rsu_0, InterVehicleMsg{,Msg Id=28, SeqNum=0,  Latitude=41.63253168184327, Longitude= -71.00553295378838, Road CLOSED, } (at simulation time 21.000,400,000 s)
2023-05-03 21:45:59,191 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=141,  Latitude=41.63125647630681, Longitude= -71.0024257420366, Road CLOSED, }, Latitude= 41.63253168184327, Longitude= -71.00553295378838,  (at simulation time 21.101,400,000 s)
2023-05-03 21:45:59,191 INFO  - ,Broadcasting V2X Message ,rsu_0, InterVehicleMsg{,Msg Id=28, SeqNum=1,  Latitude=41.63253168184327, Longitude= -71.00553295378838, Road CLOSED, } (at simulation time 21.101,400,000 s)
2023-05-03 21:45:59,191 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=142,  Latitude=41.63125647630681, Longitude= -71.0024257420366, Road CLOSED, }, Latitude= 41.63253168184327, Longitude= -71.00553295378838,  (at simulation time 21.201,400,000 s)
2023-05-03 21:45:59,192 INFO  - ,Broadcasting V2X Message ,rsu_0, InterVehicleMsg{,Msg Id=28, SeqNum=2,  Latitude=41.63253168184327, Longitude= -71.00553295378838, Road CLOSED, } (at simulation time 21.201,400,000 s)
2023-05-03 21:45:59,192 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=143,  Latitude=41.63125647630681, Longitude= -71.0024257420366, Road CLOSED, }, Latitude= 41.63253168184327, Longitude= -71.00553295378838,  (at simulation time 21.301,900,000 s)
2023-05-03 21:45:59,192 INFO  - ,Broadcasting V2X Message ,rsu_0, InterVehicleMsg{,Msg Id=28, SeqNum=3,  Latitude=41.63253168184327, Longitude= -71.00553295378838, Road CLOSED, } (at simulation time 21.301,900,000 s)
2023-05-03 21:45:59,192 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=144,  Latitude=41.63125647630681, Longitude= -71.0024257420366, Road CLOSED, }, Latitude= 41.63253168184327, Longitude= -71.00553295378838,  (at simulation time 21.402,400,000 s)
2023-05-03 21:45:59,192 INFO  - ,Broadcasting V2X Message ,rsu_0, InterVehicleMsg{,Msg Id=28, SeqNum=4,  Latitude=41.63253168184327, Longitude= -71.00553295378838, Road CLOSED, } (at simulation time 21.402,400,000 s)
2023-05-03 21:45:59,193 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=145,  Latitude=41.63125647630681, Longitude= -71.0024257420366, Road CLOSED, }, Latitude= 41.63253168184327, Longitude= -71.00553295378838,  (at simulation time 21.502,400,000 s)
