2023-05-03 21:45:21,757 INFO  - Initialize application (at simulation time 0.000,000,000 s)
2023-05-03 21:45:21,758 INFO  - Activated Cellular Module (at simulation time 0.000,000,000 s)
2023-05-03 21:45:23,159 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=3550,  Latitude=41.62745200714568, Longitude= -71.01040718847018, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.002,400,000 s)
2023-05-03 21:45:23,159 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=2240,  Latitude=41.63002320830884, Longitude= -71.01128391713155, Road CLOSED, } (at simulation time 362.002,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=3551,  Latitude=41.62745200714568, Longitude= -71.01040718847018, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.101,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=2241,  Latitude=41.63002320830884, Longitude= -71.01128391713155, Road CLOSED, } (at simulation time 362.101,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=3552,  Latitude=41.62745200714568, Longitude= -71.01040718847018, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.200,900,000 s)
2023-05-03 21:45:23,161 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=2242,  Latitude=41.63002320830884, Longitude= -71.01128391713155, Road CLOSED, } (at simulation time 362.200,900,000 s)
2023-05-03 21:45:23,161 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=3553,  Latitude=41.62745200714568, Longitude= -71.01040718847018, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.300,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=2243,  Latitude=41.63002320830884, Longitude= -71.01128391713155, Road CLOSED, } (at simulation time 362.300,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=3554,  Latitude=41.62745200714568, Longitude= -71.01040718847018, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.402,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=2244,  Latitude=41.63002320830884, Longitude= -71.01128391713155, Road CLOSED, } (at simulation time 362.402,400,000 s)
2023-05-03 21:45:23,161 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=3555,  Latitude=41.62745200714568, Longitude= -71.01040718847018, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.502,400,000 s)
