2023-05-03 21:46:14,120 INFO  - Initialize application (at simulation time 0.000,000,000 s)
2023-05-03 21:46:14,121 INFO  - Activated Cellular Module (at simulation time 0.000,000,000 s)
2023-05-03 21:46:14,580 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=420,  Latitude=41.632275342700076, Longitude= -71.004152853997, Road CLOSED, } (at simulation time 49.000,400,000 s)
2023-05-03 21:46:14,583 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=350,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.001,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=431,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.101,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=351,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.101,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=432,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.202,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=352,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.202,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=433,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.302,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=353,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.302,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=434,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.402,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=354,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.402,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=435,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.500,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=355,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.500,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=436,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.601,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=356,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.601,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=437,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.702,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=357,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.702,400,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=438,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.801,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=358,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.801,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=439,  Latitude=41.632292938507014, Longitude= -71.00422140411567, Road CLOSED, } (at simulation time 50.901,900,000 s)
2023-05-03 21:46:14,584 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=359,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 50.901,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=440,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.000,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=360,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.000,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=441,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.101,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=361,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.101,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=442,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.201,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=362,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.201,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=443,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.301,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=363,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.301,900,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=444,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.400,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=364,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.400,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=445,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.501,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=365,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.501,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=446,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.600,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=366,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.600,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=447,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.701,400,000 s)
2023-05-03 21:46:14,586 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=367,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.701,400,000 s)
2023-05-03 21:46:14,587 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=448,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.802,400,000 s)
2023-05-03 21:46:14,587 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=368,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.802,400,000 s)
2023-05-03 21:46:14,587 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=449,  Latitude=41.632310384623395, Longitude= -71.00430346349884, Road CLOSED, } (at simulation time 51.902,400,000 s)
2023-05-03 21:46:14,587 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=369,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 51.902,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=450,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.002,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=370,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.002,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=451,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.101,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=371,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.101,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=452,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.202,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=372,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.202,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=453,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.301,900,000 s)
2023-05-03 21:46:14,589 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=373,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.301,900,000 s)
2023-05-03 21:46:14,589 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=454,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.402,400,000 s)
2023-05-03 21:46:14,589 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=374,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.402,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=455,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.500,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=375,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.500,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=456,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.602,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=376,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.602,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=457,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.700,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=377,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.700,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=458,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.801,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=378,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.801,400,000 s)
2023-05-03 21:46:14,590 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=459,  Latitude=41.632326254820015, Longitude= -71.00437811068163, Road CLOSED, } (at simulation time 52.901,900,000 s)
2023-05-03 21:46:14,590 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=379,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 52.901,900,000 s)
2023-05-03 21:46:14,592 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=460,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.001,400,000 s)
2023-05-03 21:46:14,592 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=380,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.001,400,000 s)
2023-05-03 21:46:14,592 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=461,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.100,400,000 s)
2023-05-03 21:46:14,592 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=381,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.100,400,000 s)
2023-05-03 21:46:14,592 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=462,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.200,400,000 s)
2023-05-03 21:46:14,592 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=382,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.200,400,000 s)
2023-05-03 21:46:14,592 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=463,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.300,900,000 s)
2023-05-03 21:46:14,592 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=383,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.300,900,000 s)
2023-05-03 21:46:14,592 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=464,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.400,900,000 s)
2023-05-03 21:46:14,592 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=384,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.400,900,000 s)
2023-05-03 21:46:14,592 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=465,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.500,900,000 s)
2023-05-03 21:46:14,592 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=385,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.500,900,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=466,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.601,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=386,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.601,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=467,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.700,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=387,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.700,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=468,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.801,900,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=388,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.801,900,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=469,  Latitude=41.63234199256786, Longitude= -71.00446491701882, Road CLOSED, } (at simulation time 53.900,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=389,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 53.900,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=470,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.001,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=390,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 54.001,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=471,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.100,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=391,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 54.100,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=472,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.200,900,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=392,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 54.200,900,000 s)
2023-05-03 21:46:14,593 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=473,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.300,400,000 s)
2023-05-03 21:46:14,593 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=393,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 54.300,400,000 s)
2023-05-03 21:46:14,594 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=474,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.401,400,000 s)
2023-05-03 21:46:14,594 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=394,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 54.401,400,000 s)
2023-05-03 21:46:14,594 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=475,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.502,400,000 s)
2023-05-03 21:46:14,594 INFO  - ,Broadcasting V2X Message ,rsu_2, InterVehicleMsg{,Msg Id=30, SeqNum=395,  Latitude=41.632382935740885, Longitude= -71.0077086334615, Road CLOSED, } (at simulation time 54.502,400,000 s)
2023-05-03 21:46:14,594 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=476,  Latitude=41.63235365056264, Longitude= -71.00453707157075, Road CLOSED, } (at simulation time 54.602,400,000 s)
