2023-09-25 08:46:53,865 INFO  - Initialize application VehicleCommunicationApp1 (at simulation time 25.000,000,000 s)
2023-09-25 08:46:53,866 INFO  - Activated Cellular Module (at simulation time 25.000,000,000 s)
2023-09-25 08:46:53,924 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 170,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.002,800,000 s)
2023-09-25 08:46:53,925 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 171,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.104,300,000 s)
2023-09-25 08:46:53,925 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 172,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.204,800,000 s)
2023-09-25 08:46:53,926 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 173,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.303,300,000 s)
2023-09-25 08:46:53,926 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 174,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.403,800,000 s)
2023-09-25 08:46:53,926 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 175,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.502,800,000 s)
2023-09-25 08:46:53,927 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 176,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.604,300,000 s)
2023-09-25 08:46:53,927 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 177,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.703,300,000 s)
2023-09-25 08:46:53,928 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 178,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.801,800,000 s)
2023-09-25 08:46:53,928 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 179,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.631228585274975, Longitude= -71.00240392466712,  (at simulation time 38.904,800,000 s)
2023-09-25 08:46:53,930 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 180,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.004,300,000 s)
2023-09-25 08:46:53,930 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 181,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.101,800,000 s)
2023-09-25 08:46:53,930 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 182,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.200,800,000 s)
2023-09-25 08:46:53,931 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 183,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.303,800,000 s)
2023-09-25 08:46:53,931 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 184,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.403,300,000 s)
2023-09-25 08:46:53,931 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 185,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.502,300,000 s)
2023-09-25 08:46:53,931 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 186,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.602,300,000 s)
2023-09-25 08:46:53,932 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 187,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.702,800,000 s)
2023-09-25 08:46:53,932 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 188,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.801,800,000 s)
2023-09-25 08:46:53,932 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 189,  41.63253168184327,  -71.00553295378838, Road CLOSED, }, Latitude= 41.63127169467185, Longitude= -71.00243941920853,  (at simulation time 39.902,300,000 s)
