2023-05-03 21:46:14,118 INFO  - Initialize application (at simulation time 0.000,000,000 s)
2023-05-03 21:46:14,120 INFO  - Activated Cellular Module (at simulation time 0.000,000,000 s)
2023-05-03 21:46:15,501 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2700,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.002,400,000 s)
2023-05-03 21:46:15,501 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2020,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.002,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2701,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.101,900,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2021,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.101,900,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2702,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.200,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2022,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.200,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2703,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.300,900,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2023,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.300,900,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2704,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.401,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2024,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.401,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2705,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.501,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2025,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.501,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2706,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.602,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2026,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.602,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2707,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.700,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2027,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.700,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2708,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.801,900,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2028,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.801,900,000 s)
2023-05-03 21:46:15,503 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2709,  Latitude=41.62505927388082, Longitude= -71.00522297162476, Road CLOSED, } (at simulation time 277.902,400,000 s)
2023-05-03 21:46:15,503 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2029,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 277.902,400,000 s)
2023-05-03 21:46:15,504 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2710,  Latitude=41.62504207260828, Longitude= -71.00531015557176, Road CLOSED, } (at simulation time 278.002,400,000 s)
2023-05-03 21:46:15,504 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2030,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 278.002,400,000 s)
2023-05-03 21:46:15,504 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2711,  Latitude=41.62504207260828, Longitude= -71.00531015557176, Road CLOSED, } (at simulation time 278.101,900,000 s)
2023-05-03 21:46:15,504 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2031,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 278.101,900,000 s)
2023-05-03 21:46:15,504 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2712,  Latitude=41.62504207260828, Longitude= -71.00531015557176, Road CLOSED, } (at simulation time 278.201,900,000 s)
2023-05-03 21:46:15,504 INFO  - ,Broadcasting V2X Message ,rsu_1, InterVehicleMsg{,Msg Id=29, SeqNum=2032,  Latitude=41.625495625845225, Longitude= -71.00871956237185, Road CLOSED, } (at simulation time 278.201,900,000 s)
2023-05-03 21:46:15,504 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,Msg Id=77, SeqNum=2713,  Latitude=41.62504207260828, Longitude= -71.00531015557176, Road CLOSED, } (at simulation time 278.300,400,000 s)
