2023-09-25 08:46:10,924 INFO  - Initialize application VehicleCommunicationApp1 (at simulation time 15.000,000,000 s)
2023-09-25 08:46:10,925 INFO  - Activated Cellular Module (at simulation time 15.000,000,000 s)
2023-09-25 08:46:10,932 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 80,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.003,300,000 s)
2023-09-25 08:46:10,933 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 81,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.104,800,000 s)
2023-09-25 08:46:10,934 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 82,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.202,300,000 s)
2023-09-25 08:46:10,934 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 83,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.303,300,000 s)
2023-09-25 08:46:10,935 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 84,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.402,800,000 s)
2023-09-25 08:46:10,935 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 85,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.502,800,000 s)
2023-09-25 08:46:10,935 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 86,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.601,300,000 s)
2023-09-25 08:46:10,936 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 87,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.702,800,000 s)
2023-09-25 08:46:10,936 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 88,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.803,800,000 s)
2023-09-25 08:46:10,937 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 89,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630604008016405, Longitude= -71.00203214192489,  (at simulation time 16.904,300,000 s)
2023-09-25 08:46:10,939 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 90,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.002,300,000 s)
2023-09-25 08:46:10,940 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 91,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.102,800,000 s)
2023-09-25 08:46:10,940 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 92,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.201,800,000 s)
2023-09-25 08:46:10,940 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 93,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.302,300,000 s)
2023-09-25 08:46:10,941 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 94,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.402,800,000 s)
2023-09-25 08:46:10,941 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 95,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.501,300,000 s)
2023-09-25 08:46:10,942 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 96,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.602,300,000 s)
2023-09-25 08:46:10,942 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 97,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.704,300,000 s)
2023-09-25 08:46:10,942 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 98,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.802,800,000 s)
2023-09-25 08:46:10,942 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 99,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630658015636385, Longitude= -71.0020561906777,  (at simulation time 17.902,800,000 s)
2023-09-25 08:46:10,945 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 100,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.002,800,000 s)
2023-09-25 08:46:10,945 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 101,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.102,300,000 s)
2023-09-25 08:46:10,945 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 102,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.201,300,000 s)
2023-09-25 08:46:10,946 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 103,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.302,800,000 s)
2023-09-25 08:46:10,946 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 104,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.402,300,000 s)
2023-09-25 08:46:10,946 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 105,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.502,300,000 s)
2023-09-25 08:46:10,947 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 106,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.601,300,000 s)
2023-09-25 08:46:10,947 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 107,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.702,800,000 s)
2023-09-25 08:46:10,948 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 108,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.803,300,000 s)
2023-09-25 08:46:10,949 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 109,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630711219732994, Longitude= -71.00208228908356,  (at simulation time 18.902,800,000 s)
2023-09-25 08:46:10,953 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 110,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.003,300,000 s)
2023-09-25 08:46:10,954 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 111,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.102,300,000 s)
2023-09-25 08:46:10,954 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 112,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.202,300,000 s)
2023-09-25 08:46:10,954 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 113,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.304,300,000 s)
2023-09-25 08:46:10,955 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 114,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.402,300,000 s)
2023-09-25 08:46:10,955 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 115,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.503,300,000 s)
2023-09-25 08:46:10,955 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 116,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.601,300,000 s)
2023-09-25 08:46:10,956 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 117,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.701,800,000 s)
2023-09-25 08:46:10,956 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 118,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.802,800,000 s)
2023-09-25 08:46:10,956 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 119,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630766786501795, Longitude= -71.00210973523633,  (at simulation time 19.901,800,000 s)
2023-09-25 08:46:10,959 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 120,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.003,300,000 s)
2023-09-25 08:46:10,960 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 121,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.101,800,000 s)
2023-09-25 08:46:10,960 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 122,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.204,300,000 s)
2023-09-25 08:46:10,961 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 123,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.302,800,000 s)
2023-09-25 08:46:10,961 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 124,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.402,800,000 s)
2023-09-25 08:46:10,961 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 125,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.504,800,000 s)
2023-09-25 08:46:10,961 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 126,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.604,800,000 s)
2023-09-25 08:46:10,962 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 127,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.702,300,000 s)
2023-09-25 08:46:10,962 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 128,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.801,800,000 s)
2023-09-25 08:46:10,962 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 129,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.630829393505984, Longitude= -71.00214065884327,  (at simulation time 20.904,800,000 s)
2023-09-25 08:46:10,966 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 130,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63089313017317, Longitude= -71.00217615775398,  (at simulation time 21.004,300,000 s)
2023-09-25 08:46:10,966 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 131,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63089313017317, Longitude= -71.00217615775398,  (at simulation time 21.102,300,000 s)
2023-09-25 08:46:10,966 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 132,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63089313017317, Longitude= -71.00217615775398,  (at simulation time 21.203,800,000 s)
2023-09-25 08:46:10,967 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 133,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63089313017317, Longitude= -71.00217615775398,  (at simulation time 21.303,800,000 s)
2023-09-25 08:46:10,967 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 134,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63089313017317, Longitude= -71.00217615775398,  (at simulation time 21.401,800,000 s)
