Date and Time, ,V2X Message Detail,Sender,Receiver,Message Type,Msg Id,Seq Num,Latitude - Sender,Longitude - Sender,Message Content,Latitude - Receiver,Longitude - Receiver,Simulation Time - Sender, ,Simulation Time - Receiver, 
2023-09-25 08:46:32,529 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 60,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.000,900,  (at simulation time 14.002,300
2023-09-25 08:46:32,529 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 61,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.102,400,  (at simulation time 14.103,300
2023-09-25 08:46:32,530 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 62,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.202,400,  (at simulation time 14.203,800
2023-09-25 08:46:32,530 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 63,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.300,900,  (at simulation time 14.303,300
2023-09-25 08:46:32,531 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 64,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.401,400,  (at simulation time 14.401,800
2023-09-25 08:46:32,531 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 65,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.500,400,  (at simulation time 14.501,800
2023-09-25 08:46:32,532 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 66,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.602,400,  (at simulation time 14.603,300
2023-09-25 08:46:32,532 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 67,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.702,400,  (at simulation time 14.702,800
2023-09-25 08:46:32,532 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 68,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.800,400,  (at simulation time 14.800,800
2023-09-25 08:46:32,533 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 69,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, } (at simulation time 14.901,400,  (at simulation time 14.902,300
2023-09-25 08:46:32,540 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 70,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.000,900,  (at simulation time 15.001,300
2023-09-25 08:46:32,540 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 71,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.100,900,  (at simulation time 15.102,300
2023-09-25 08:46:32,541 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 72,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.202,400,  (at simulation time 15.204,800
2023-09-25 08:46:32,541 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 73,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.300,900,  (at simulation time 15.302,800
2023-09-25 08:46:32,541 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 74,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.401,900,  (at simulation time 15.402,300
2023-09-25 08:46:32,542 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 75,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.501,400,  (at simulation time 15.503,300
2023-09-25 08:46:32,542 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 76,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.602,400,  (at simulation time 15.603,800
2023-09-25 08:46:32,543 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 77,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.700,900,  (at simulation time 15.701,300
2023-09-25 08:46:32,543 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 78,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.801,900,  (at simulation time 15.802,800
2023-09-25 08:46:32,543 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 79,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, } (at simulation time 15.900,400,  (at simulation time 15.901,300
2023-09-25 08:46:32,545 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 80,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.001,400,  (at simulation time 16.003,800
2023-09-25 08:46:32,545 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 81,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.102,400,  (at simulation time 16.103,300
2023-09-25 08:46:32,546 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 82,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.200,400,  (at simulation time 16.202,800
2023-09-25 08:46:32,546 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 83,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.301,900,  (at simulation time 16.302,800
2023-09-25 08:46:32,547 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 84,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.401,900,  (at simulation time 16.402,800
2023-09-25 08:46:32,547 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 85,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.500,400,  (at simulation time 16.501,800
2023-09-25 08:46:32,548 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 86,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.600,900,  (at simulation time 16.602,300
2023-09-25 08:46:32,548 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 87,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.700,400,  (at simulation time 16.702,300
2023-09-25 08:46:32,549 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 88,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.802,400,  (at simulation time 16.802,800
2023-09-25 08:46:32,549 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 89,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63071847487532, Longitude= -71.00208587262067, } (at simulation time 16.901,900,  (at simulation time 16.902,800
2023-09-25 08:46:32,550 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 90,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.001,900,  (at simulation time 17.002,800
2023-09-25 08:46:32,551 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 91,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.100,400,  (at simulation time 17.100,800
2023-09-25 08:46:32,551 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 92,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.201,400,  (at simulation time 17.203,300
2023-09-25 08:46:32,551 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 93,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.300,900,  (at simulation time 17.302,800
2023-09-25 08:46:32,552 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 94,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.400,400,  (at simulation time 17.401,300
2023-09-25 08:46:32,552 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 95,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.500,900,  (at simulation time 17.501,300
2023-09-25 08:46:32,552 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 96,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.600,400,  (at simulation time 17.600,800
2023-09-25 08:46:32,553 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 97,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.702,400,  (at simulation time 17.704,800
2023-09-25 08:46:32,553 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 98,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.800,400,  (at simulation time 17.802,800
2023-09-25 08:46:32,554 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 99,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63077800972809, Longitude= -71.00211527874276, } (at simulation time 17.902,400,  (at simulation time 17.902,800
2023-09-25 08:46:32,555 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 100,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.001,900,  (at simulation time 18.003,800
2023-09-25 08:46:32,556 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 101,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.102,400,  (at simulation time 18.102,800
2023-09-25 08:46:32,556 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 102,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.200,400,  (at simulation time 18.201,800
2023-09-25 08:46:32,556 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 103,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.300,900,  (at simulation time 18.302,300
2023-09-25 08:46:32,557 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 104,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.402,400,  (at simulation time 18.403,800
2023-09-25 08:46:32,557 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 105,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.501,900,  (at simulation time 18.503,800
2023-09-25 08:46:32,557 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 106,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.601,400,  (at simulation time 18.601,800
2023-09-25 08:46:32,558 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 107,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.702,400,  (at simulation time 18.702,800
2023-09-25 08:46:32,558 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 108,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.802,400,  (at simulation time 18.804,300
2023-09-25 08:46:32,558 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 109,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63083789435507, Longitude= -71.00214493899765, } (at simulation time 18.900,400,  (at simulation time 18.902,800
2023-09-25 08:46:32,559 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 110,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.002,400,  (at simulation time 19.004,300
2023-09-25 08:46:32,560 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 111,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.102,400,  (at simulation time 19.103,300
2023-09-25 08:46:32,560 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 112,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.201,900,  (at simulation time 19.203,300
2023-09-25 08:46:32,560 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 113,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.301,900,  (at simulation time 19.303,800
2023-09-25 08:46:32,560 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 114,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.400,900,  (at simulation time 19.401,300
2023-09-25 08:46:32,561 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 115,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.502,400,  (at simulation time 19.503,300
2023-09-25 08:46:32,561 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 116,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.601,900,  (at simulation time 19.604,300
2023-09-25 08:46:32,561 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 117,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.700,400,  (at simulation time 19.701,300
2023-09-25 08:46:32,562 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 118,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.800,400,  (at simulation time 19.801,800
2023-09-25 08:46:32,562 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 119,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630904120535334, Longitude= -71.00218236940884, } (at simulation time 19.901,900,  (at simulation time 19.902,300
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 120,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.000,900,  (at simulation time 20.003,300
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 121,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.100,400,  (at simulation time 20.102,300
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 122,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.202,400,  (at simulation time 20.204,800
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 123,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.300,400,  (at simulation time 20.301,800
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 124,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.402,400,  (at simulation time 20.403,300
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 125,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.502,400,  (at simulation time 20.504,300
2023-09-25 08:46:32,564 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 126,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.600,400,  (at simulation time 20.600,800
2023-09-25 08:46:32,565 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 127,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.701,400,  (at simulation time 20.702,300
2023-09-25 08:46:32,565 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 128,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.800,900,  (at simulation time 20.801,800
2023-09-25 08:46:32,565 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 129,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.630966533089136, Longitude= -71.00221764447413, } (at simulation time 20.901,900,  (at simulation time 20.903,300
2023-09-25 08:46:32,566 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 130,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63101516766736, Longitude= -71.00224876843254, } (at simulation time 21.001,900,  (at simulation time 21.003,300
2023-09-25 08:46:32,566 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 131,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63101516766736, Longitude= -71.00224876843254, } (at simulation time 21.100,400,  (at simulation time 21.102,800
2023-09-25 08:46:32,568 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 132,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63101516766736, Longitude= -71.00224876843254, } (at simulation time 21.201,400,  (at simulation time 21.202,300
2023-09-25 08:46:32,568 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 133,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63101516766736, Longitude= -71.00224876843254, } (at simulation time 21.302,400,  (at simulation time 21.304,800
2023-09-25 08:46:32,568 INFO  - ,Broadcasting V2X Message ,rsu_0,veh_3, InterVehicleMsg{,28, 134,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63101516766736, Longitude= -71.00224876843254, } (at simulation time 21.402,400,  (at simulation time 21.403,800
